157,0.396484,0.445313,0.436523,0.515625
158,0.452148,0.445313,0.479492,0.515625
159,0.495117,0.445313,0.530273,0.515625
160,0.545898,0.445313,0.547852,0.515625
161,0.563477,0.445313,0.573242,0.515625
162,0.588867,0.445313,0.609375,0.515625
163,0.625,0.445313,0.652344,0.515625
164,0.667969,0.445313,0.697266,0.515625
165,0.712891,0.445313,0.748047,0.515625
166,0.763672,0.445313,0.770508,0.515625
167,0.786133,0.445313,0.811523,0.515625
168,0.827148,0.445313,0.852539,0.515625
169,0.868164,0.445313,0.908203,0.515625
170,0.923828,0.445313,0.942383,0.515625
171,0.958008,0.445313,0.984375,0.515625
172,0.015625,0.53125,0.0410156,0.601563
173,0.0566406,0.53125,0.0722656,0.601563
174,0.0878906,0.53125,0.12793,0.601563
175,0.143555,0.53125,0.177734,0.601563
176,0.193359,0.53125,0.208008,0.601563
177,0.223633,0.53125,0.25,0.601563
178,0.265625,0.53125,0.28418,0.601563
179,0.299805,0.53125,0.316406,0.601563
180,0.332031,0.53125,0.344727,0.601563
181,0.360352,0.53125,0.387695,0.601563
182,0.40332,0.53125,0.425781,0.601563
183,0.441406,0.53125,0.452148,0.601563
184,0.467773,0.53125,0.479492,0.601563
185,0.495117,0.53125,0.505859,0.601563
186,0.521484,0.53125,0.540039,0.601563
187,0.555664,0.53125,0.582031,0.601563
188,0.597656,0.53125,0.639648,0.601563
189,0.655273,0.53125,0.698242,0.601563
190,0.713867,0.53125,0.757813,0.601563
191,0.773438,0.53125,0.793945,0.601563
192,0.80957,0.53125,0.84668,0.601563
193,0.862305,0.53125,0.899414,0.601563
194,0.915039,0.53125,0.952148,0.601563
195,0.015625,0.617188,0.0527344,0.6875
196,0.0683594,0.617188,0.105469,0.6875
197,0.121094,0.617188,0.157227,0.6875
198,0.172852,0.617188,0.224609,0.6875
199,0.240234,0.617188,0.271484,0.6875
200,0.287109,0.617188,0.313477,0.6875
201,0.329102,0.617188,0.355469,0.6875
202,0.371094,0.617188,0.397461,0.6875
203,0.413086,0.617188,0.439453,0.6875
204,0.455078,0.617188,0.46875,0.6875
205,0.484375,0.617188,0.498047,0.6875
206,0.513672,0.617188,0.537109,0.6875
207,0.552734,0.617188,0.578125,0.6875
208,0.59375,0.617188,0.62793,0.6875
209,0.643555,0.617188,0.674805,0.6875
210,0.69043,0.617188,0.727539,0.6875
211,0.743164,0.617188,0.780273,0.6875
212,0.795898,0.617188,0.833008,0.6875
213,0.848633,0.617188,0.885742,0.6875
214,0.901367,0.617188,0.938477,0.6875
215,0.954102,0.617188,0.980469,0.6875
216,0.015625,0.703125,0.0527344,0.773438
217,0.0683594,0.703125,0.0986328,0.773438
218,0.114258,0.703125,0.144531,0.773438
219,0.160156,0.703125,0.19043,0.773438
220,0.206055,0.703125,0.236328,0.773438
221,0.251953,0.703125,0.287109,0.773438
222,0.302734,0.703125,0.330078,0.773438
223,0.345703,0.703125,0.373047,0.773438
224,0.388672,0.703125,0.416016,0.773438
225,0.431641,0.703125,0.458984,0.773438
226,0.474609,0.703125,0.501953,0.773438
227,0.517578,0.703125,0.544922,0.773438
228,0.560547,0.703125,0.587891,0.773438
229,0.603516,0.703125,0.630859,0.773438
230,0.646484,0.703125,0.694336,0.773438
231,0.709961,0.703125,0.736328,0.773438
232,0.751953,0.703125,0.78125,0.773438
233,0.796875,0.703125,0.826172,0.773438
234,0.841797,0.703125,0.871094,0.773438
235,0.886719,0.703125,0.916016,0.773438
236,0.931641,0.703125,0.945313,0.773438
237,0.960938,0.703125,0.976563,0.773438
238,0.015625,0.789063,0.0390625,0.859375
239,0.0546875,0.789063,0.0800781,0.859375
240,0.0957031,0.789063,0.125,0.859375
241,0.140625,0.789063,0.167969,0.859375
242,0.183594,0.789063,0.212891,0.859375
243,0.228516,0.789063,0.257813,0.859375
244,0.273438,0.789063,0.302734,0.859375
245,0.318359,0.789063,0.347656,0.859375
246,0.363281,0.789063,0.392578,0.859375
247,0.408203,0.789063,0.433594,0.859375
248,0.449219,0.789063,0.478516,0.859375
249,0.494141,0.789063,0.521484,0.859375
250,0.537109,0.789063,0.564453,0.859375
251,0.580078,0.789063,0.607422,0.859375
252,0.623047,0.789063,0.650391,0.859375
253,0.666016,0.789063,0.697266,0.859375
254,0.712891,0.789063,0.741211,0.859375
255,0.756836,0.789063,0.788086,0.859375
